,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new
207,Toyota Etios Liva GD SP,Delhi,4598.88,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,23.59
209,Mercedes-Benz B Class B180,Kochi,18334.2,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,14.8
210,Honda Amaze S Diesel,Kolkata,4982.12,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,27.4
211,Hyundai Verna 1.6 SX,Jaipur,7281.56,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,22.32
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,9121.11,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,20.46
213,Hyundai Creta 1.6 VTVT S,Delhi,12493.62,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,15.29
214,Maruti Wagon R AMT VXI,Mumbai,6469.09,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,20.51
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,16096.08,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,11.74
216,Audi A8 L 3.0 TDI quattro,Delhi,68983.2,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,11.8
217,Hyundai i10 Magna 1.1,Pune,4445.58,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,19.81
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,13643.34,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,14.3
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,14.67
220,Hyundai i20 Active 1.2 SX,Coimbatore,12600.93,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,17.19
221,Honda Amaze VX i-DTEC,Kolkata,5365.36,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,25.8
222,Maruti Wagon R LXI,Chennai,1916.2,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,5671.95,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,21.03
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27
225,Maruti Wagon R VXI,Kolkata,4062.34,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,22.5
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,13674.0,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,19.01
227,Maruti Swift VDI BSIV,Delhi,6285.14,2013,47000,Diesel,Manual,First,17.8,1248.0,74.0,5.0,17.8
228,Mini Cooper Convertible S,Kochi,54680.68,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,16.82
230,Tata Indica V2 DLS BSII,Jaipur,1303.02,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,17.2
231,Chevrolet Beat LT,Kochi,5089.43,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,18.6
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,5518.66,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07
233,Maruti Swift ZDi,Hyderabad,10424.13,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
234,Ford Figo Diesel EXI,Kolkata,3832.4,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0
235,Toyota Innova Crysta 2.8 GX AT,Kochi,30107.33,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,11.36
236,Hyundai Santa Fe 4x4 AT,Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,11.72
237,Honda City i-VTEC V,Kolkata,5932.56,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4
238,Hyundai i20 1.2 Magna Executive,Kochi,9611.66,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,27777.24,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27
240,Chevrolet Beat Diesel LT,Mumbai,4062.34,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,11037.31,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,21921.33,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99
243,Maruti Ertiga VDI,Chennai,10577.42,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,20.77
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,16479.32,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
246,Honda City i VTEC V,Kochi,12401.65,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,17.8
247,BMW X1 sDrive20d,Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.05
248,Hyundai Grand i10 CRDi Era,Mumbai,7281.56,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0
249,Maruti Ciaz 1.3 Alpha,Chennai,12953.51,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,5365.36,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,20.5
251,Hyundai Accent CRDi,Kochi,2759.33,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,13.1
252,Volkswagen Polo GT 1.5 TDI,Jaipur,5671.95,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,19.91
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,10991.32,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,18.7
254,Hyundai i10 Era,Jaipur,2682.68,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,33709.79,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,16.38
256,Toyota Innova Crysta 2.4 ZX MT,Pune,28589.7,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2835.98,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,19.7
258,Maruti Swift VXI BSIV,Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,20.4
259,Hyundai Grand i10 Magna,Mumbai,5748.6,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
260,Maruti Swift VDI,Pune,5748.6,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,3985.7,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,22.0
263,Hyundai i20 1.2 Sportz,Mumbai,4292.29,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,17.0
264,Mercedes-Benz GLE 350d,Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,11.57
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,27593.28,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,15.8
266,Maruti Ritz ZDi,Hyderabad,6668.38,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,23.2
267,Hyundai Creta 1.6 CRDi SX,Bangalore,21078.2,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
268,Maruti A-Star Vxi,Pune,3065.92,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,19.0
269,Renault Duster 110PS Diesel RXZ Option,Delhi,15329.6,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,19.64
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2529.38,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,17.8
271,BMW X3 xDrive30d M Sport,Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,16.55
272,Hyundai i10 Sportz,Bangalore,4982.12,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,20.36
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,19621.89,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
274,Maruti Zen VXI BSII,Mumbai,843.13,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,17.3
275,Maruti Swift VDI,Hyderabad,10960.66,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,28.4
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,10730.72,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,12.05
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,5748.6,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,13030.16,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,18.88
279,Maruti Swift Dzire ZDI,Jaipur,6668.38,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
280,Maruti Alto 800 LXI,Kochi,4997.45,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74
281,Honda City 1.5 S MT,Jaipur,6453.76,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,107859.07,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,12.07
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,17.0
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,6561.07,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1
285,Honda City 1.5 V AT,Jaipur,5472.67,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,16.8
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,4767.51,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,21.9
287,Hyundai i20 Sportz AT 1.4,Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,15.0
288,Volkswagen Vento Diesel Highline,Hyderabad,7204.91,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54
289,Honda City i VTEC VX,Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,8048.04,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95
291,BMW 5 Series 2003-2012 520d,Pune,42922.88,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18.48
292,Maruti Wagon R LXI Minor,Delhi,2069.5,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,18.9
293,Honda Jazz VX,Delhi,7434.86,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,18.2
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,10270.83,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,15.0
295,Hyundai i10 Magna 1.2,Hyderabad,4752.18,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,28574.37,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,19.27
297,Hyundai i10 Magna 1.2 iTech SE,Pune,4292.29,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,31042.44,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,41052.67,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.99
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,5963.21,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,16.47
302,Maruti Alto K10 LXI,Hyderabad,3219.22,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,20.92
303,Honda City i-VTEC CVT ZX,Mumbai,19453.26,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,18.0
304,Tata Indigo LX,Coimbatore,3955.04,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,17.0
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,31839.58,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,31057.77,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9
308,Maruti Swift VDI BSIV,Kolkata,3832.4,2011,60020,Diesel,Manual,First,17.8,1248.0,74.0,5.0,17.8
309,Maruti Celerio VXI AT,Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1
310,Mercedes-Benz GLE 250d,Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,17.9
311,Land Rover Range Rover HSE Dynamic,Delhi,67450.24,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7
312,Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54
313,Maruti Omni 8 Seater BSIV,Hyderabad,3142.57,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,14.0
314,Honda Brio 1.2 VX MT,Kochi,4798.16,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,18.5
315,Tata Sumo Delux,Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,14.07
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,4368.94,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,18.0
317,Maruti Wagon R LXI BS IV,Delhi,4062.34,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9
318,Mahindra XUV500 W8 4WD,Hyderabad,16249.38,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0
319,Tata Indigo LS Dicor,Pune,1916.2,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,17.1
320,Maruti Ertiga Paseo VXI,Mumbai,12646.92,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,16.02
321,Honda Accord 2.4 A/T,Mumbai,6821.67,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,11.7
322,Maruti Swift Dzire VDi,Kolkata,5671.95,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,4292.29,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17.8
324,Honda City ZX GXi,Kolkata,2759.33,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,17.7
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,33648.47,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68
326,BMW 6 Series 640d Gran Coupe,Mumbai,75115.04,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,9.52
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,96070.6,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,14.75
328,Maruti Zen Estilo LXI Green (CNG),Pune,2146.14,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,37.57142857142858
329,Hyundai i20 1.4 CRDi Asta,Pune,8431.28,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,23.0
330,Hyundai i10 Sportz AT,Bangalore,4522.23,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,16.95
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,10516.11,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,19.0
332,Maruti Swift VDI BSIV,Hyderabad,9427.7,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,25.2
333,Hyundai i20 Asta 1.2,Pune,5058.77,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,18.5
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,3909.05,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,16.47
335,Maruti Alto LXi,Ahmedabad,2299.44,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
336,Toyota Corolla H4,Chennai,3832.4,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,11.3
337,Maruti Alto LXi,Chennai,2146.14,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,19.7
338,Tata Manza ELAN Quadrajet BS IV,Pune,5212.06,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,21.12
339,Maruti Alto LXi,Pune,3449.16,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,11497.2,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,19.3
341,Toyota Corolla H4,Kolkata,4292.29,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,11.3
342,Hyundai i20 Asta Option 1.2,Coimbatore,11742.47,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
343,Maruti Vitara Brezza LDi,Chennai,10960.66,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3
344,Honda City 1.5 V MT,Delhi,5365.36,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,5365.36,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,18.0
346,Honda Amaze S i-Dtech,Kolkata,5288.71,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8
347,Hyundai EON D Lite Plus,Coimbatore,5442.01,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1
348,BMW 3 Series Luxury Line,Kochi,39841.63,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,21.76
349,Hyundai Verna 1.6 SX,Bangalore,8048.04,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,4445.58,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,21.02
351,Skoda Octavia RS,Jaipur,3142.57,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,14.45
352,Maruti Alto K10 VXI,Pune,5748.6,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,24.07
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,10347.48,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7
354,Chevrolet Spark 1.0 LS,Kolkata,1456.31,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,18.0
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,79713.92,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,19.33
356,Honda CR-V RVi MT,Jaipur,5993.87,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,13.1
357,Skoda Superb L&K 1.8 TSI AT,Kochi,41849.81,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,14.67
358,Hyundai i10 Magna 1.2,Chennai,4138.99,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
359,Maruti Swift LDI,Delhi,5365.36,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
360,Maruti Swift Dzire VXi AT,Mumbai,9504.35,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,18.5
361,Nissan Micra Diesel XV,Chennai,4215.64,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,23.08
362,Maruti Swift Dzire Tour LDI,Mumbai,4982.12,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,4982.12,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,17.8
364,Maruti Zen LX,Kolkata,996.42,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,17.3
365,Mini Clubman Cooper S,Pune,53653.6,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,13.8
366,Toyota Etios GD,Kolkata,4982.12,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,23.59
367,Maruti Alto 800 2016-2019 LXI,Kolkata,4445.58,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,24.7
368,Maruti Alto VXi,Bangalore,4445.58,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,18.9
369,BMW X5 3.0d,Bangalore,27210.04,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,11.0
370,Nissan Teana XV,Mumbai,12646.92,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,11.07
371,Hyundai Grand i10 AT Asta,Coimbatore,8845.18,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,18.9
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,14547.79,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,19851.83,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.07
374,Mercedes-Benz GLA Class 200 CDI,Chennai,30659.2,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9
375,Maruti 800 AC,Chennai,1532.96,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,16.1
376,Renault Duster 85PS Diesel RxL,Chennai,10884.02,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,20.45
377,Toyota Corolla Altis D-4D GL,Mumbai,25293.84,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,21.43
378,Mercedes-Benz New C-Class 220,Chennai,39856.96,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,15.8
379,Maruti Ritz VDi,Hyderabad,4905.47,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,21.1
380,Honda BRV i-VTEC V CVT,Kochi,14532.46,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,16.0
381,Hyundai Xcent 1.1 CRDi Base,Kochi,6131.84,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,24.4
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,40623.44,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,14.21
383,Mercedes-Benz B Class B180,Kochi,18042.94,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,14.8
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,56719.52,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,15.0
385,Honda City i VTEC VX Option,Mumbai,13413.4,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,17.8
387,Honda City 1.5 S MT,Chennai,5748.6,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0
388,Hyundai Verna Transform VTVT,Pune,3832.4,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,16.2
389,Jaguar XE Portfolio,Mumbai,52887.12,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,13.5
390,Honda Amaze S i-Vtech,Delhi,7128.26,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,18.0
391,Mini Cooper Convertible 1.6,Bangalore,49054.72,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,18.86
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,96285.22,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,13.5
393,Hyundai EON Magna Plus,Chennai,4982.12,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,21.1
394,Maruti Wagon R VXI BS IV,Kolkata,4752.18,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,20.51
395,Maruti Ritz LDi,Coimbatore,5993.87,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,21.1
396,BMW 3 Series 320d Sedan,Chennai,16862.56,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,16.07
397,Tata Xenon XT EX 4X2,Pune,5365.36,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,13.49
398,Audi A3 35 TDI Attraction,Chennai,25293.84,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,20.38
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,45988.8,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,42922.88,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,12.0
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,42922.88,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,13.5
402,Maruti Alto LX,Jaipur,1410.32,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,19.7
403,Maruti Wagon R LXI BSIII,Pune,4215.64,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,14.0
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,82519.24,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7
405,Hyundai Verna 1.6 SX VTVT,Pune,7588.15,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,17.01
406,BMW 5 Series 525d Sedan,Hyderabad,51354.16,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,16.73
407,Jaguar XF Diesel,Bangalore,42846.23,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,14.74
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,11113.96,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.7
409,Audi Q3 35 TDI Quattro Premium,Kochi,39412.4,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,15.73
410,Land Rover Range Rover 2.2L Pure,Coimbatore,45482.92,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,29126.24,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.84
412,Mahindra Scorpio S10 4WD,Kochi,20005.13,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,15.4
413,BMW 3 Series Luxury Line,Mumbai,39090.48,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,21.76
