,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,Brand,Name_new
157,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,6775.68,2014,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7,Ford,Ecosport 1.5 DV5 MT Ambiente
158,Toyota Fortuner 4x2 Manual,Mumbai,20694.96,2012,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.0,Toyota,Fortuner 4x2 Manual
159,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,9581.0,2013,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,21.5,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
160,Ford Figo Diesel Titanium,Jaipur,3219.22,2010,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,20.0,Ford,Figo Diesel Titanium
161,BMW X5 xDrive 30d,Mumbai,68983.2,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,15.3,BMW,X5 xDrive 30d
162,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,51599.43,2017,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220 CDI Style
163,Honda Brio V MT,Bangalore,5595.3,2012,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,19.4,Honda,Brio V MT
164,Hyundai i10 Magna 1.2,Delhi,4215.64,2013,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna 1.2
165,Mercedes-Benz GLC 220,Bangalore,65150.8,2016,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,17.9,Mercedes-Benz,GLC 220
166,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,9964.24,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9,Hyundai,Grand i10 1.2 Kappa Asta
167,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,29126.24,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI Premium Plus
168,Volkswagen Vento Petrol Highline AT,Mumbai,6821.67,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,14.4,Volkswagen,Vento Petrol Highline AT
169,Mini Countryman Cooper D,Jaipur,35258.08,2017,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,16.6,Mini,Countryman Cooper D
170,Hyundai i20 Asta 1.4 CRDi,Bangalore,12800.22,2014,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54,Hyundai,i20 Asta 1.4 CRDi
171,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,35181.43,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI Premium Plus
172,Chevrolet Beat Diesel LT,Jaipur,2299.44,2012,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44,Chevrolet,Beat Diesel LT
173,Skoda Superb Elegance 1.8 TSI AT,Kochi,10562.09,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.7,Skoda,Superb Elegance 1.8 TSI AT
174,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2222.79,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,17.8,Ford,Fiesta 1.4 TDCi EXI Limited Edition
175,BMW 5 Series 520d Luxury Line,Hyderabad,51354.16,2014,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,22.48,BMW,5 Series 520d Luxury Line
176,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,1916.2,2007,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,12.9,Chevrolet,Optra Magnum 1.6 LS BS3
177,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,6438.43,2012,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07,Volkswagen,Polo Diesel Highline 1.2L
178,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,10347.48,2015,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,19.98,Renault,Lodgy 110PS RxZ 8 Seater
179,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,49054.72,2014,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,13.0,Mercedes-Benz,E-Class E250 CDI Avantgrade
180,Maruti Baleno Alpha,Kochi,11497.2,2017,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4,Maruti,Baleno Alpha
181,Hyundai Verna 1.6 SX,Delhi,7051.62,2012,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX
182,Hyundai i10 Magna 1.1,Kochi,6193.16,2017,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Magna 1.1
183,Mahindra Scorpio 1.99 S10 4WD,Kochi,15804.82,2016,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,15.4,Mahindra,Scorpio 1.99 S10 4WD
184,Land Rover Range Rover 2.2L Dynamic,Coimbatore,85477.85,2018,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7,Land Rover,Range Rover 2.2L Dynamic
185,Ford Figo Diesel ZXI,Chennai,3985.7,2010,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,20.0,Ford,Figo Diesel ZXI
186,Maruti Ertiga ZDI,Mumbai,13030.16,2016,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,25.47,Maruti,Ertiga ZDI
187,Honda Amaze S i-Dtech,Kolkata,5365.36,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-Dtech
188,Hyundai i10 Magna,Jaipur,5442.01,2015,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna
189,Honda Amaze S i-Dtech,Kolkata,4982.12,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze S i-Dtech
190,Skoda Laura Ambiente,Hyderabad,6898.32,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,17.5,Skoda,Laura Ambiente
191,Renault Duster 85PS Diesel RxL,Delhi,8201.34,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87,Renault,Duster 85PS Diesel RxL
192,Mahindra NuvoSport N6,Chennai,9964.24,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,17.45,Mahindra,NuvoSport N6
193,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,13796.64,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3,Maruti,Vitara Brezza ZDi Plus Dual Tone
194,Hyundai i20 Asta Option 1.2,Kochi,9197.76,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 Asta Option 1.2
195,Skoda Fabia 1.4 MPI Ambiente,Jaipur,4215.64,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,14.7,Skoda,Fabia 1.4 MPI Ambiente
196,Tata Indigo eCS GLX,Pune,2299.44,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,15.64,Tata,Indigo eCS GLX
197,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,30505.9,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,15.73,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus
198,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,15329.6,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,14.7,Skoda,Octavia Elegance 1.8 TSI AT
199,Toyota Etios Liva GD SP,Delhi,4598.88,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,23.59,Toyota,Etios Liva GD SP
200,Mercedes-Benz B Class B180,Kochi,18334.2,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,14.8,Mercedes-Benz,B Class B180
201,Honda Amaze S Diesel,Kolkata,4982.12,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,27.4,Honda,Amaze S Diesel
202,Hyundai Verna 1.6 SX,Jaipur,7281.56,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,22.32,Hyundai,Verna 1.6 SX
203,Renault Duster 85PS Diesel RxL Optional,Mumbai,9121.11,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,20.46,Renault,Duster 85PS Diesel RxL Optional
204,Hyundai Creta 1.6 VTVT S,Delhi,12493.62,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,15.29,Hyundai,Creta 1.6 VTVT S
205,Maruti Wagon R AMT VXI,Mumbai,6469.09,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,20.51,Maruti,Wagon R AMT VXI
206,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,16096.08,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,11.74,Mercedes-Benz,New C-Class C250 Avantgarde
207,Audi A8 L 3.0 TDI quattro,Delhi,68983.2,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,11.8,Audi,A8 L 3.0 TDI quattro
208,Hyundai i10 Magna 1.1,Pune,4445.58,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Magna 1.1
209,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,13643.34,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,14.3,Skoda,Rapid 1.6 MPI AT Style Black Package
210,Skoda Superb Style 1.8 TSI AT,Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,14.67,Skoda,Superb Style 1.8 TSI AT
211,Hyundai i20 Active 1.2 SX,Coimbatore,12600.93,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,17.19,Hyundai,i20 Active 1.2 SX
212,Honda Amaze VX i-DTEC,Kolkata,5365.36,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,25.8,Honda,Amaze VX i-DTEC
213,Maruti Wagon R LXI,Chennai,1916.2,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI
214,Mahindra Verito 1.5 D4 BSIV,Hyderabad,5671.95,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,21.03,Mahindra,Verito 1.5 D4 BSIV
215,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
216,Maruti Wagon R VXI,Kolkata,4062.34,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,22.5,Maruti,Wagon R VXI
217,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,13674.0,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,19.01,Nissan,Terrano XV Premium 110 PS Anniversary Edition
218,Maruti Swift VDI BSIV,Delhi,6285.14,2013,47000,Diesel,Manual,First,17.8,1248.0,74.0,5.0,17.8,Maruti,Swift VDI BSIV
219,Mini Cooper Convertible S,Kochi,54680.68,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,16.82,Mini,Cooper Convertible S
220,Tata Indica V2 DLS BSII,Jaipur,1303.02,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,17.2,Tata,Indica V2 DLS BSII
221,Chevrolet Beat LT,Kochi,5089.43,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,18.6,Chevrolet,Beat LT
222,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,5518.66,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07,Volkswagen,Polo Diesel Comfortline 1.2L
223,Maruti Swift ZDi,Hyderabad,10424.13,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift ZDi
224,Ford Figo Diesel EXI,Kolkata,3832.4,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,20.0,Ford,Figo Diesel EXI
225,Toyota Innova Crysta 2.8 GX AT,Kochi,30107.33,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,11.36,Toyota,Innova Crysta 2.8 GX AT
226,Hyundai Santa Fe 4x4 AT,Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,11.72,Hyundai,Santa Fe 4x4 AT
227,Honda City i-VTEC V,Kolkata,5932.56,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4,Honda,City i-VTEC V
228,Hyundai i20 1.2 Magna Executive,Kochi,9611.66,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6,Hyundai,i20 1.2 Magna Executive
229,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,27777.24,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,19.27,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
230,Chevrolet Beat Diesel LT,Mumbai,4062.34,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,25.44,Chevrolet,Beat Diesel LT
231,Hyundai i20 Sportz 1.4 CRDi,Kochi,11037.31,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54,Hyundai,i20 Sportz 1.4 CRDi
232,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,21921.33,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99,Toyota,Innova 2.5 Z Diesel 7 Seater
233,Maruti Ertiga VDI,Chennai,10577.42,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,20.77,Maruti,Ertiga VDI
234,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,16479.32,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,Toyota,Innova 2.5 V Diesel 7-seater
235,Honda City i VTEC V,Kochi,12401.65,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,17.8,Honda,City i VTEC V
236,BMW X1 sDrive20d,Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.05,BMW,X1 sDrive20d
237,Hyundai Grand i10 CRDi Era,Mumbai,7281.56,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0,Hyundai,Grand i10 CRDi Era
238,Maruti Ciaz 1.3 Alpha,Chennai,12953.51,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09,Maruti,Ciaz 1.3 Alpha
239,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,5365.36,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,20.5,Skoda,Rapid Leisure 1.6 TDI MT
240,Hyundai Accent CRDi,Kochi,2759.33,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,13.1,Hyundai,Accent CRDi
241,Volkswagen Polo GT 1.5 TDI,Jaipur,5671.95,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,19.91,Volkswagen,Polo GT 1.5 TDI
242,Honda Jazz 1.2 VX i VTEC,Coimbatore,10991.32,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,18.7,Honda,Jazz 1.2 VX i VTEC
243,Hyundai i10 Era,Jaipur,2682.68,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81,Hyundai,i10 Era
244,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,33709.79,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,16.38,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS
245,Toyota Innova Crysta 2.4 ZX MT,Pune,28589.7,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68,Toyota,Innova Crysta 2.4 ZX MT
246,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2835.98,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,19.7,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER
247,Maruti Swift VXI BSIV,Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,20.4,Maruti,Swift VXI BSIV
248,Hyundai Grand i10 Magna,Mumbai,5748.6,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9,Hyundai,Grand i10 Magna
249,Maruti Swift VDI,Pune,5748.6,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9,Maruti,Swift VDI
250,Hyundai Verna CRDi 1.6 SX,Hyderabad,3985.7,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,22.0,Hyundai,Verna CRDi 1.6 SX
251,Hyundai i20 1.2 Sportz,Mumbai,4292.29,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,17.0,Hyundai,i20 1.2 Sportz
252,Mercedes-Benz GLE 350d,Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,11.57,Mercedes-Benz,GLE 350d
253,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,27593.28,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,15.8,Mercedes-Benz,New C-Class C 220 CDI CLASSIC
254,Maruti Ritz ZDi,Hyderabad,6668.38,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,23.2,Maruti,Ritz ZDi
255,Hyundai Creta 1.6 CRDi SX,Bangalore,21078.2,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67,Hyundai,Creta 1.6 CRDi SX
256,Maruti A-Star Vxi,Pune,3065.92,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,19.0,Maruti,A-Star Vxi
257,Renault Duster 110PS Diesel RXZ Option,Delhi,15329.6,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,19.64,Renault,Duster 110PS Diesel RXZ Option
258,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2529.38,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,17.8,Fiat,Grande Punto 1.3 Emotion Pack (Diesel)
259,BMW X3 xDrive30d M Sport,Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,16.55,BMW,X3 xDrive30d M Sport
260,Hyundai i10 Sportz,Bangalore,4982.12,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Sportz
261,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,19621.89,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,Toyota,Innova 2.5 G4 Diesel 7-seater
262,Maruti Zen VXI BSII,Mumbai,843.13,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,17.3,Maruti,Zen VXI BSII
263,Maruti Swift VDI,Hyderabad,10960.66,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,28.4,Maruti,Swift VDI
264,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,10730.72,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,12.05,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV
265,Tata Zest Quadrajet 1.3 75PS XE,Pune,5748.6,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95,Tata,Zest Quadrajet 1.3 75PS XE
266,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,13030.16,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,18.88,Ford,EcoSport 1.0 Ecoboost Titanium Plus
267,Maruti Swift Dzire ZDI,Jaipur,6668.38,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4,Maruti,Swift Dzire ZDI
268,Maruti Alto 800 LXI,Kochi,4997.45,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,22.74,Maruti,Alto 800 LXI
269,Honda City 1.5 S MT,Jaipur,6453.76,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,17.0,Honda,City 1.5 S MT
270,Audi Q7 3.0 TDI Quattro Technology,Kochi,107859.07,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,12.07,Audi,Q7 3.0 TDI Quattro Technology
271,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,17.0,Skoda,Laura 1.9 TDI AT Ambiente
272,Hyundai Verna 1.6 SX VTVT (O),Kochi,6561.07,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,17.1,Hyundai,Verna 1.6 SX VTVT (O)
273,Honda City 1.5 V AT,Jaipur,5472.67,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,16.8,Honda,City 1.5 V AT
274,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,4767.51,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,21.9,Hyundai,i20 Magna Optional 1.4 CRDi
275,Hyundai i20 Sportz AT 1.4,Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,15.0,Hyundai,i20 Sportz AT 1.4
276,Volkswagen Vento Diesel Highline,Hyderabad,7204.91,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Highline
277,Honda City i VTEC VX,Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4,Honda,City i VTEC VX
278,Tata Zest Quadrajet 1.3 75PS XE,Pune,8048.04,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95,Tata,Zest Quadrajet 1.3 75PS XE
279,BMW 5 Series 2003-2012 520d,Pune,42922.88,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,18.48,BMW,5 Series 2003-2012 520d
280,Maruti Wagon R LXI Minor,Delhi,2069.5,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,18.9,Maruti,Wagon R LXI Minor
281,Honda Jazz VX,Delhi,7434.86,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,18.2,Honda,Jazz VX
282,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,10270.83,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,15.0,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline
283,Hyundai i10 Magna 1.2,Hyderabad,4752.18,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna 1.2
284,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,28574.37,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,19.27,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
285,Hyundai i10 Magna 1.2 iTech SE,Pune,4292.29,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36,Hyundai,i10 Magna 1.2 iTech SE
286,Toyota Innova Crysta 2.4 ZX MT,Chennai,31042.44,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68,Toyota,Innova Crysta 2.4 ZX MT
287,Audi A6 2011-2015 2.0 TDI Technology,Kochi,41052.67,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI Technology
288,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.99,Toyota,Innova 2.5 VX (Diesel) 7 Seater
289,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,5963.21,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,16.47,Volkswagen,Polo Petrol Trendline 1.2L
290,Maruti Alto K10 LXI,Hyderabad,3219.22,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,20.92,Maruti,Alto K10 LXI
291,Honda City i-VTEC CVT ZX,Mumbai,19453.26,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,18.0,Honda,City i-VTEC CVT ZX
292,Tata Indigo LX,Coimbatore,3955.04,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,17.0,Tata,Indigo LX
293,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,31839.58,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68,Audi,A6 2011-2015 2.0 TDI Premium Plus
294,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,31057.77,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.9,Mercedes-Benz,GLA Class 200 CDI SPORT
295,Maruti Swift VDI BSIV,Kolkata,3832.4,2011,60020,Diesel,Manual,First,17.8,1248.0,74.0,5.0,17.8,Maruti,Swift VDI BSIV
296,Maruti Celerio VXI AT,Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1,Maruti,Celerio VXI AT
297,Mercedes-Benz GLE 250d,Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,17.9,Mercedes-Benz,GLE 250d
298,Land Rover Range Rover HSE Dynamic,Delhi,67450.24,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,12.7,Land Rover,Range Rover HSE Dynamic
299,Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,20.54,Volkswagen,Vento Diesel Trendline
300,Maruti Omni 8 Seater BSIV,Hyderabad,3142.57,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,14.0,Maruti,Omni 8 Seater BSIV
301,Honda Brio 1.2 VX MT,Kochi,4798.16,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,18.5,Honda,Brio 1.2 VX MT
302,Tata Sumo Delux,Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,14.07,Tata,Sumo Delux
303,Tata Indica Vista Aura 1.3 Quadrajet,Pune,4368.94,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,18.0,Tata,Indica Vista Aura 1.3 Quadrajet
304,Maruti Wagon R LXI BS IV,Delhi,4062.34,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9,Maruti,Wagon R LXI BS IV
305,Mahindra XUV500 W8 4WD,Hyderabad,16249.38,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,XUV500 W8 4WD
306,Tata Indigo LS Dicor,Pune,1916.2,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,17.1,Tata,Indigo LS Dicor
307,Maruti Ertiga Paseo VXI,Mumbai,12646.92,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,16.02,Maruti,Ertiga Paseo VXI
308,Honda Accord 2.4 A/T,Mumbai,6821.67,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,11.7,Honda,Accord 2.4 A/T
309,Maruti Swift Dzire VDi,Kolkata,5671.95,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3,Maruti,Swift Dzire VDi
310,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,4292.29,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,17.8,Ford,Fiesta EXi 1.4 TDCi Ltd
311,Honda City ZX GXi,Kolkata,2759.33,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,17.7,Honda,City ZX GXi
